Make,Model,Variant,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,Mileage,Mileage,Gross_Vehicle_Weight,Kerb_Weight
Land Rover,Discovery,3.0 Hse Luxury Petrol,2995,6,89,Petrol,0,0,,1614 kg
Lexus,Ls 500H,Luxury,3456,6,82,Hybrid,0,0,,1665 kg
Lexus,Ls 500H,Ultra Luxury,3456,6,82,Hybrid,0,0,,1730 kg
Lexus,Ls 500H,Distinct,3456,6,82,Hybrid,0,0,2440 kg,1950 kg
Rolls-Royce,Rolls-Royce Phantom,Sedan,6749,12,100,Petrol,10.2,10.2,3350 kg,2660 kg
Rolls-Royce,Rolls-Royce Phantom,Ewb,6749,12,100,Petrol,10.2,10.2,,1525 kg
Fiat,Punto Evo,Dynamic 1.2,1172,4,45,Petrol,15.8,15.8,,
Fiat,Punto Evo,Active Multijet 1.3,1172,4,45,Diesel,21.2,21.2,,
Fiat,Punto Evo,Dynamic Multijet 1.3,1248,4,45,Diesel,21.2,21.2,,
Fiat,Punto Evo,Emotion Multijet 1.3,1248,4,45,Diesel,21.2,21.2,,
Toyota,Yaris,J,1496,4,42,Petrol,0,0,1340 kg,830 kg
Toyota,Yaris,G,1496,4,42,Petrol,0,0,,
Toyota,Yaris,V,1498,4,42,Petrol,0,0,,
Toyota,Yaris,Vx Cvt,1496,4,42,Petrol,0,0,,
Toyota,Yaris,G Cvt,1496,4,42,Petrol,0,0,,
Toyota,Yaris,J Cvt,1496,4,42,Petrol,0,0,1340 kg,830 kg
Toyota,Yaris,V Cvt,1496,4,42,Petrol,0,0,,
Toyota,Yaris,Vx,1496,4,42,Petrol,0,0,,
Toyota,Yaris,V (O),1498,4,42,Petrol,0,0,,
Toyota,Yaris,J (O),1496,4,42,Petrol,0,0,,
Toyota,Yaris,G (O),1496,4,42,Petrol,0,0,,1017 kg
Toyota,Yaris,J (O) Cvt,1496,4,42,Petrol,0,0,,1085 kg
Toyota,Yaris,G (O) Cvt,1496,4,42,Petrol,0,0,,1017 kg
Toyota,Yaris,V (O) Cvt,1498,4,42,Petrol,0,0,2220 kg,
Skoda,Octavia,Ambition 1.4 Tsi,1395,4,50,Petrol,0,0,2220 kg,
Skoda,Octavia,Ambition 2.0 Tdi Cr,1968,4,50,Diesel,0,0,2220 kg,
Skoda,Octavia,Style 1.4 Tsi,1395,4,50,Petrol,0,0,2220 kg,
Skoda,Octavia,Style 1.8 Tsi At,1798,4,50,Petrol,0,0,2220 kg,
Skoda,Octavia,Style 2.0 Tdi Cr,1968,4,50,Diesel,0,0,2220 kg,
Skoda,Octavia,Style 2.0 Tdi Cr At,1968,4,50,Diesel,0,0,,
Skoda,Octavia,L & K 1.8 Tsi At,1798,4,50,Petrol,0,0,,
Skoda,Octavia,L & K 2.0 Tdi Cr At,1968,4,50,Diesel,0,0,,
Skoda,Octavia,Corporate Edition 1.4 Tsi,1395,4,50,Petrol,0,0,,
Skoda,Octavia,Corporate Edition 2.0 Tdi,1968,4,50,Diesel,0,0,,
Skoda,Octavia,Onyx 1.8 Tsi Dsg,1798,4,50,Petrol,0,0,,
Skoda,Octavia,Onyx 2.0 Tdi Dsg,1968,4,50,Diesel,0,0,,
Mercedes,Mercedes-Benz Glc,200 Progressive,1991,4,66,Petrol,0,0,,
Mercedes,Mercedes-Benz Glc,220D 4Matic Progressive,1950,4,50,Diesel,0,0,3475 kg,2275 kg
Porsche,Cayenne Coupe,Base,2995,6,75,Petrol,0,0,,
Porsche,Cayenne Coupe,Turbo,2995,8,90,Petrol,0,0,2100 kg,1665 kg
Mahindra,Verito,1.5 D2,1461,4,50,Diesel,18,18,1670 kg,2115 kg
Mahindra,Verito,1.5 D4 Bs-Iv,1461,4,50,Diesel,18,18,,
Mahindra,Verito,1.5 D6 Bs-Iv,1461,4,50,Diesel,18,18,,
Mitsubishi,Pajero Sport,2.5 Mt,2477,4,70,Diesel,6.5,6.5,,
Mitsubishi,Pajero Sport,2.5 At,2477,4,70,Diesel,6.5,6.5,,
Mitsubishi,Pajero Sport,Limited Edition,2477,4,70,Diesel,6.5,6.5,,
Mitsubishi,Pajero Sport,Select Plus Mt,2477,4,70,Diesel,6.5,6.5,,
Mitsubishi,Pajero Sport,Select Plus At,2477,4,70,Diesel,6.5,6.5,,
Bentley,Flying Spur,V8,3993,8,90,Petrol,2,2,,
Bentley,Flying Spur,W12,5998,12,90,Petrol,2,2,2725 kg,2300 kg
Honda,City,Sv Mt Petrol,1497,4,40,Petrol,14.3,14.3,2725 kg,2322 kg
Honda,City,V Mt Petrol,1497,4,40,Petrol,14.3,14.3,2725 kg,2345 kg
Honda,City,Vx Mt Petrol,1497,4,40,Petrol,14.3,14.3,3109 kg,2649 kg
Honda,City,Vx Cvt Petrol,1497,4,40,Petrol,14.3,14.3,3171 kg,2694 kg
Honda,City,Sv Mt Diesel,1498,4,40,Diesel,22.6,22.6,,1095 kg
Honda,City,V Mt Diesel,1498,4,40,Diesel,22.6,22.6,,1095 kg
Honda,City,Vx Mt Diesel,1498,4,40,Diesel,22.6,22.6,,1165 kg
Honda,City,Zx Mt Diesel,1498,4,40,Diesel,22.6,22.6,,1095 kg
Honda,City,Zx Cvt Petrol,1497,4,40,Petrol,18,18,1580 kg,1090 kg
Honda,City,V Cvt Petrol,1497,4,40,Petrol,14.3,14.3,1580 kg,1095 kg
Mitsubishi,Montero,3.2 At,3200,4,88,Diesel,8.25,8.25,1580 kg,1105 kg
